"Fecha","Negocio","Producto","Cantidad","Precio","Región","Tipo_Zona","Población","Temporada"
"11/10/2022","Huerta-Mora & Hijos","Clavos","22","171.91","Aguascalientes","Rural","Rancho Palacios","Baja"
"19/11/2024","Rivas, Muñiz y Ureña Express","Pintura","73","109.82","Oaxaca","Urbano","San Aurelio los bajos","Festiva"
"21/11/2024","Despacho Alvarado, Olmos y Varela Express","Arroz","55","176.07","Oaxaca","Periurbano","Col. Viaducto Distrito Federal","Alta"
"06/10/2022","Frías e Hijos & Hijos","Juguetes","36","23.62","Tabasco","Periurbano","Col. Calle Jalisco","Festiva"
"28/10/2023","Crespo-Jaime A.C. Express","Leche","96","120.17","Chiapas","Periurbano","Col. Calzada Maldivas","Baja"
"16/07/2024","Fajardo S.A. de C.V. Express","Clavos","33","217.15","Tlaxcala","Urbano","San Ofelia de la Montaña","Baja"
"23/05/2024","Acosta-Gálvez S.A. de C.V. & Hijos","Leche","43","142.33","Guerrero","Urbano","Vieja Chile","Baja"
"14/04/2023","Proyectos Almonte-Ballesteros & Hijos","Cuadernos","76","488.05","Aguascalientes","Periurbano","Col. Circuito Italia","Festiva"
"24/12/2024","Laboratorios Arellano, Carrera y Márquez Express","Leche","15","200.66","Oaxaca","Urbano","Nueva Rumania","Alta"
"19/12/2024","Peres-Balderas Express","Clavos","70","351.81","Coahuila de Zaragoza","Periurbano","Col. Periférico de la Rosa","Baja"
"16/06/2024","Laboratorios Núñez, Olivárez y Soto Express","Arroz","34","118.43","Baja California","Urbano","Nueva Sierra Leona","Alta"
"30/06/2023","Páez y Rendón y Asociados Express","Arroz","26","223.25","Durango","Urbano","Vieja Estonia","Festiva"
"01/12/2022","Acuña y Asociados Express","Clavos","55","186.34","Yucatán","Periurbano","Col. Prolongación Sur Salazar","Alta"
"07/09/2022","Montaño, Arreola y Valle Express","Leche","62","341.8","Guanajuato","Rural","Rancho Urías","Baja"
"10/03/2025","Proyectos Mendoza, Castro y Reyna & Hijos","Clavos","30","365.45","Jalisco","Urbano","San Pascual los altos","Alta"
"03/03/2023","Páez-Cardona S.A. de C.V. Express","Cuadernos","47","166.68","Tabasco","Periurbano","Col. Boulevard Norte Bustos","Alta"
"15/11/2022","Loera, Corrales y Preciado Express","Cuadernos","77","367.6","Tabasco","Urbano","Vieja Jamaica","Alta"
"15/09/2022","Estévez-Rosado SA","Juguetes","95","493.92","Tamaulipas","Urbano","San Dalia los altos","Festiva"
"13/04/2023","Quintana-Castro & Hijos","Cuadernos","25","249.07","Baja California Sur","Rural","Rancho Quintana","Alta"
"05/02/2023","Moreno-Palomo & Hijos","Clavos","27","326.64","Tabasco","Urbano","San Aldo de la Montaña","Festiva"
"14/07/2023","Club Montañez-Montenegro Express","Arroz","29","404.24","Sinaloa","Urbano","Vieja Zambia","Baja"
"18/09/2022","Irizarry-Rascón SA","Pintura","13","250.34","Chiapas","Urbano","San Lorenzo los bajos","Alta"
"16/11/2023","Proyectos Delgadillo y Bustamante Express","Clavos","42","197.69","Guerrero","Rural","Rancho Naranjo","Festiva"
"03/08/2024","Griego, Otero y Ferrer & Hijos","Leche","36","415.99","Durango","Periurbano","Col. Circunvalación Blanco","Baja"
"13/05/2024","Industrias Mora y Madera Express","Arroz","32","121.34","Distrito Federal","Periurbano","Col. Peatonal Sur Gaona","Baja"
"20/11/2024","Industrias Valenzuela y Briseño SA","Cuadernos","38","487.55","Baja California Sur","Periurbano","Col. Boulevard Nauru","Baja"
"25/06/2022","Despacho Luevano-Rosario Express","Cuadernos","38","435.16","Tabasco","Urbano","San Eric los altos","Festiva"
"30/11/2024","Zúñiga y Alvarado S.A. & Hijos","Leche","19","311.43","Yucatán","Periurbano","Col. Continuación Islas Salomón","Baja"
"02/08/2022","Club Rosales, Adame y Venegas & Hijos","Cuadernos","47","385.77","Distrito Federal","Periurbano","Col. Continuación Sudáfrica","Alta"
"03/02/2023","Grupo Meléndez, Menchaca y Perales & Hijos","Juguetes","15","189.68","Querétaro","Periurbano","Col. Eje vial Letonia","Alta"
"13/03/2024","Leal A.C. SA","Leche","14","217.75","Morelos","Periurbano","Col. Avenida Morelos","Alta"
"03/11/2022","Zayas y Vega S.A. de C.V. SA","Juguetes","19","62.21","Jalisco","Periurbano","Col. Periférico Norte Rico","Baja"
"05/01/2025","Abreu y Hernández S. R.L. de C.V. SA","Pintura","31","68.88","Nayarit","Periurbano","Col. Continuación Oaxaca","Festiva"
"01/11/2022","Corporacin Solorzano y Sandoval Express","Juguetes","94","165.2","Morelos","Periurbano","Col. Pasaje Norte Saavedra","Alta"
"07/10/2023","Terrazas, Vela y Valenzuela SA","Leche","97","240.49","Nuevo León","Urbano","San Camila los bajos","Baja"
"15/01/2024","Despacho Negrón y Zedillo SA","Cuadernos","42","204.26","Quintana Roo","Rural","Rancho Colón","Festiva"
"20/07/2023","Riojas S.A. de C.V. & Hijos","Pintura","78","141.86","Baja California","Rural","Rancho Velásquez","Festiva"
"07/09/2024","Industrias Matos, Yáñez y Guzmán & Hijos","Cuadernos","91","249.36","Oaxaca","Periurbano","Col. Peatonal Sinaloa","Baja"
"03/07/2024","Laboratorios Pacheco y Holguín SA","Arroz","5","419.2","Oaxaca","Rural","Rancho Montes","Baja"
"09/05/2022","Beltrán-Solorio A.C. Express","Leche","86","418.23","Aguascalientes","Rural","Rancho Concepción","Festiva"
"15/10/2023","Carranza-Vázquez SA","Clavos","4","338.72","Quintana Roo","Periurbano","Col. Ampliación Nuevo León","Baja"
"08/04/2023","Rodríquez y Reséndez y Asociados SA","Pintura","35","89.1","Baja California","Urbano","Vieja Panamá","Alta"
"01/03/2025","Alfaro-Barela e Hijos SA","Clavos","39","163.2","Baja California","Periurbano","Col. Ampliación Liechtenstein","Festiva"
"05/05/2022","Altamirano y Feliciano A.C. & Hijos","Arroz","88","467.02","Guerrero","Rural","Rancho Alvarado","Baja"
"03/09/2024","del Valle y Asociados SA","Arroz","99","177.69","Baja California","Urbano","Nueva Lesotho","Alta"
"26/09/2022","Delgado, Pantoja y Arce Express","Juguetes","92","117.45","Tabasco","Urbano","Vieja Reino Unido de Gran Bretaña e Irlanda del Norte","Baja"
"12/12/2022","Fonseca, Griego y Vega SA","Clavos","46","370.05","San Luis Potosí","Urbano","San Evelio los bajos","Alta"
"06/01/2025","Rendón A.C. & Hijos","Leche","36","187.96","Nayarit","Urbano","Vieja Kuwait","Festiva"
"10/05/2023","Club Espinal, Aguirre y Saavedra Express","Pintura","57","301.98","Guanajuato","Urbano","Vieja Andorra","Alta"
"24/10/2023","Blanco, Batista y Muro Express","Leche","81","221.57","Quintana Roo","Urbano","San Nayeli los altos","Festiva"
"08/12/2022","Club Figueroa y Anguiano Express","Juguetes","67","349.13","Veracruz de Ignacio de la Llave","Periurbano","Col. Diagonal Cabán","Baja"
"19/06/2023","Ponce-Almonte S.A. SA","Cuadernos","84","149.93","Sinaloa","Rural","Rancho Cervántez","Festiva"
"05/12/2023","Grupo Cardona y Pabón SA","Cuadernos","12","40.18","San Luis Potosí","Urbano","Nueva Sierra Leona","Baja"
"26/12/2023","Pichardo S.A. & Hijos","Leche","7","499.91","Distrito Federal","Urbano","San Florencia los altos","Alta"
"14/09/2022","Ocasio, Gaona y Espinal & Hijos","Arroz","74","134.53","Colima","Urbano","Nueva Nicaragua","Festiva"
"28/01/2024","Proyectos Corrales y Matos Express","Pintura","63","344.26","Chiapas","Rural","Rancho Muro","Baja"
"23/01/2023","Rodríquez y Lucero y Asociados & Hijos","Clavos","66","486.1","Chihuahua","Periurbano","Col. Callejón Trejo","Festiva"
"21/03/2025","Arredondo-Hinojosa S.A. Express","Juguetes","96","51.69","Oaxaca","Periurbano","Col. Pasaje Bonilla","Alta"
"07/05/2022","Despacho Segura-Olivera Express","Juguetes","43","248.05","Colima","Rural","Rancho Matos","Alta"
"01/11/2024","Cabán y Alcala y Asociados Express","Juguetes","89","453.58","Morelos","Rural","Rancho Tirado","Alta"
"03/01/2023","Grupo Rocha y Acuña & Hijos","Leche","23","207.22","Distrito Federal","Rural","Rancho Santana","Baja"
"16/04/2024","Duarte-Mendoza Express","Juguetes","79","50.22","Chihuahua","Rural","Rancho Sarabia","Baja"
"26/12/2024","Holguín-Grijalva e Hijos & Hijos","Pintura","55","300.52","Sonora","Periurbano","Col. Prolongación Sur Sandoval","Festiva"
"13/08/2024","Proyectos Alonzo-Rosario Express","Cuadernos","60","81.18","Sonora","Rural","Rancho Espinal","Festiva"
"03/11/2024","Luevano y Asociados & Hijos","Clavos","70","328.02","Nuevo León","Rural","Rancho Jiménez","Baja"
"25/08/2022","Grupo Marín y Hernández SA","Juguetes","58","45","Nayarit","Urbano","Vieja Micronesia","Baja"
"17/01/2024","Mireles-Lira A.C. Express","Leche","87","304.44","Hidalgo","Rural","Rancho Trujillo","Baja"
"06/08/2022","Club Villalobos, Guajardo y Vaca Express","Pintura","38","498.41","Querétaro","Rural","Rancho Vera","Alta"
"31/07/2023","Industrias Archuleta-Pichardo Express","Arroz","11","266.81","Yucatán","Periurbano","Col. Prolongación Sur Calderón","Festiva"
"22/07/2023","Santacruz y Moreno A.C. SA","Juguetes","29","316.25","San Luis Potosí","Urbano","San Gonzalo los bajos","Alta"
"30/03/2025","Laboratorios Serrato-Rivera Express","Arroz","33","218.29","Querétaro","Periurbano","Col. Periférico Morelos","Baja"
"17/10/2024","Jaime, Ulloa y Padilla SA","Cuadernos","51","100.4","Tabasco","Rural","Rancho González","Festiva"
"02/12/2023","Laboratorios Villagómez y Barela & Hijos","Cuadernos","6","391.22","Quintana Roo","Rural","Rancho Toro","Alta"
"07/12/2022","Dueñas y Aguayo S.A. de C.V. SA","Arroz","25","188.99","Sinaloa","Periurbano","Col. Circuito Nuevo León","Baja"
"29/08/2023","de la Garza, Girón y Zamudio Express","Juguetes","26","324.01","Michoacán de Ocampo","Urbano","Nueva Vanuatu","Festiva"
"26/11/2023","Mercado-Mata Express","Juguetes","7","210.75","Tabasco","Periurbano","Col. Calzada Muñoz","Baja"
"23/10/2024","Corporacin Zaragoza-Peres Express","Arroz","73","149.2","Campeche","Urbano","Vieja Burkina Faso","Baja"
"09/08/2024","Laboratorios Zedillo-Luevano SA","Clavos","5","49.31","Chihuahua","Periurbano","Col. Periférico Túnez","Festiva"
"16/09/2024","Corporacin Linares-Jiménez SA","Arroz","16","23.73","Aguascalientes","Rural","Rancho Morales","Festiva"
"15/04/2022","Laboratorios Gaytán y Riojas Express","Pintura","68","166.22","México","Rural","Rancho Rael","Alta"
"01/01/2024","Grupo Arriaga y Orta & Hijos","Cuadernos","36","146.8","Zacatecas","Urbano","San Alfonso los bajos","Alta"
"16/08/2024","Patiño-Barela S.C. SA","Clavos","57","350.75","Quintana Roo","Rural","Rancho Mondragón","Alta"
"01/01/2023","Murillo-Pérez S.A. Express","Cuadernos","71","265.43","San Luis Potosí","Periurbano","Col. Corredor República de Macedonia del Norte","Alta"
"10/09/2023","Coronado-Sauceda S. R.L. de C.V. & Hijos","Cuadernos","62","421.74","Puebla","Periurbano","Col. Retorno de la Garza","Alta"
"02/11/2024","Despacho Cantú y Cardona Express","Juguetes","19","252.63","Chihuahua","Urbano","Vieja Sudán del Sur","Alta"
"05/11/2022","Proyectos Aguilar, Vargas y Rodarte & Hijos","Clavos","94","77.27","Durango","Urbano","San Esteban de la Montaña","Alta"
"06/07/2024","de León, Gómez y Solís & Hijos","Leche","9","28.45","Aguascalientes","Urbano","Nueva Mónaco","Alta"
"05/12/2022","Farías-Palacios A.C. & Hijos","Arroz","84","331.51","Tamaulipas","Periurbano","Col. Peatonal Tabasco","Festiva"
"25/05/2024","Rendón, Griego y Ochoa SA","Leche","29","23.63","Nayarit","Urbano","San Anel los altos","Alta"
"01/11/2024","Grupo Alcala y Valdez SA","Clavos","35","486.44","Tamaulipas","Rural","Rancho Vergara","Alta"
"05/09/2023","Chapa S.A. de C.V. Express","Cuadernos","90","432.85","Oaxaca","Rural","Rancho Villagómez","Festiva"
"05/03/2024","Aguayo, Leiva y Salazar & Hijos","Juguetes","64","97.02","Baja California Sur","Rural","Rancho Rodríguez","Festiva"
"19/11/2022","Santillán S.A. de C.V. SA","Juguetes","24","279.32","Jalisco","Rural","Rancho Mondragón","Alta"
"25/01/2024","Despacho Esquivel-Canales SA","Juguetes","30","139.82","Chihuahua","Rural","Rancho Cedillo","Baja"
"21/04/2022","Despacho Naranjo y Olivares SA","Leche","73","100.66","Chiapas","Rural","Rancho Maya","Alta"
"10/12/2024","Ruelas-Razo & Hijos","Arroz","89","461.63","Quintana Roo","Periurbano","Col. Corredor Distrito Federal","Festiva"
"26/04/2023","Laboratorios Solano, Orellana y Grijalva & Hijos","Arroz","68","277.82","Hidalgo","Rural","Rancho Pérez","Festiva"
"12/08/2024","Ponce, Mares y Aponte Express","Pintura","69","157.88","Durango","Periurbano","Col. Continuación Sur Solís","Baja"
"10/02/2025","Industrias Riojas-Terrazas Express","Pintura","94","100.16","Sonora","Urbano","Nueva Granada","Festiva"
"28/04/2024","Carrasco, Carranza y Candelaria & Hijos","Clavos","51","266.41","Michoacán de Ocampo","Urbano","Vieja Irán","Baja"
"06/02/2023","Esquibel y Murillo e Hijos & Hijos","Cuadernos","87","384.47","Jalisco","Rural","Rancho Perea","Alta"
"02/02/2024","Grupo Cruz-Pabón SA","Juguetes","53","246.18","Tabasco","Urbano","San Nadia los bajos","Alta"
"24/07/2023","Bétancourt, Mojica y Tovar Express","Arroz","82","271.14","Quintana Roo","Urbano","San Omar los bajos","Baja"
"10/07/2022","Caballero y Romero S.A. Express","Juguetes","21","452.2","Querétaro","Periurbano","Col. Peatonal Bahamas","Alta"
"28/10/2023","Industrias Orozco-Rendón & Hijos","Clavos","38","226.98","Tamaulipas","Periurbano","Col. Eje vial San Marino","Baja"
"21/08/2024","Rico S.A. Express","Arroz","95","293.28","Tlaxcala","Periurbano","Col. Pasaje Federación de Rusia","Alta"
"23/12/2023","Corporacin Perea-Santillán SA","Clavos","79","487.89","Distrito Federal","Urbano","San Alejandra los altos","Festiva"
"19/07/2024","Hernádez y Acosta S. R.L. de C.V. Express","Pintura","38","68.69","Durango","Rural","Rancho de Jesús","Baja"
"14/03/2025","de la Torre-Olmos Express","Juguetes","68","57.43","Puebla","Urbano","San Bernardo los altos","Alta"
"08/02/2023","Roldán-Palomo y Asociados SA","Juguetes","69","318.85","Morelos","Urbano","San Gustavo los altos","Alta"
"26/07/2024","Olvera-Mendoza & Hijos","Arroz","44","181.51","Hidalgo","Urbano","San Luis Miguel los altos","Baja"
"22/02/2023","Grupo Lara-Marrero Express","Cuadernos","63","416.12","Colima","Rural","Rancho Barreto","Alta"
"26/04/2022","Laboratorios Villarreal y Tapia Express","Pintura","65","363.38","San Luis Potosí","Rural","Rancho Mercado","Festiva"
"11/09/2023","Torres-Guerrero & Hijos","Pintura","81","97.65","Chiapas","Rural","Rancho Gaitán","Festiva"
"18/09/2024","Ramos y Guerra y Asociados SA","Juguetes","45","429.57","Oaxaca","Periurbano","Col. Viaducto Villareal","Baja"
"02/07/2022","Despacho Guerra-Gil SA","Cuadernos","40","266.83","Baja California","Periurbano","Col. Eje vial Norte Ceja","Festiva"
"09/04/2023","Zamudio-Gallardo e Hijos & Hijos","Cuadernos","60","78.05","Durango","Urbano","San Rebeca de la Montaña","Baja"
"04/09/2024","Negrón-de la Garza e Hijos & Hijos","Arroz","76","301.2","Tabasco","Urbano","Vieja Namibia","Alta"
"01/09/2022","Fierro y Armas S.C. SA","Juguetes","17","346.1","Oaxaca","Periurbano","Col. Circunvalación Anaya","Baja"
"29/05/2023","Collazo-Guevara & Hijos","Pintura","65","435.12","Guerrero","Periurbano","Col. Diagonal Hidalgo","Alta"
"30/07/2022","Ramírez S.A. & Hijos","Cuadernos","24","220.73","Chihuahua","Periurbano","Col. Eje vial Contreras","Alta"
"24/08/2024","Rojas, Mora y Cortez Express","Arroz","36","433.27","Tabasco","Periurbano","Col. Privada Pakistán","Baja"
"04/05/2022","Armendáriz y Caraballo S. R.L. de C.V. & Hijos","Clavos","1","324.61","Michoacán de Ocampo","Periurbano","Col. Prolongación Juárez","Alta"
"10/03/2024","Industrias Cotto-Valle SA","Pintura","99","316.4","Aguascalientes","Urbano","Nueva Paraguay","Alta"
"05/05/2024","Saldaña-Rodríquez S.A. Express","Pintura","31","490.04","Chihuahua","Periurbano","Col. Circunvalación Norte Palacios","Alta"
"12/08/2024","Despacho Mata, Aguilar y Batista Express","Leche","71","117.38","Tamaulipas","Periurbano","Col. Eje vial Velasco","Festiva"
"31/10/2024","Montoya-Ybarra SA","Pintura","36","82.76","Tabasco","Rural","Rancho Guzmán","Alta"
"18/09/2024","Vanegas-Caballero S.A. SA","Cuadernos","32","137.09","Michoacán de Ocampo","Rural","Rancho Quiñones","Baja"
"24/06/2024","Industrias Carrera y Campos Express","Leche","48","454.25","Campeche","Periurbano","Col. Ampliación Nicaragua","Baja"
"08/02/2023","Melgar, Saldaña y Yáñez Express","Leche","67","57.21","Distrito Federal","Rural","Rancho Gaytán","Baja"
"23/11/2024","Proyectos Brito-Marín Express","Arroz","95","304.02","Sonora","Urbano","Vieja Myanmar","Alta"
"24/07/2024","Hurtado e Hijos & Hijos","Cuadernos","68","143.72","Puebla","Rural","Rancho Leal","Festiva"
"10/07/2023","de la O, Dueñas y Centeno Express","Juguetes","94","193.91","Durango","Periurbano","Col. Diagonal Durango","Baja"
"04/02/2023","Viera y Becerra S.C. SA","Pintura","63","154.64","Morelos","Urbano","Nueva Japón","Alta"
"26/11/2023","Club Cortés y Barreto Express","Arroz","41","410.83","Guanajuato","Urbano","Vieja Uganda","Festiva"
"09/05/2023","Valenzuela-Treviño S. R.L. de C.V. SA","Pintura","74","488.37","Durango","Rural","Rancho Rolón","Alta"
"06/07/2023","Ledesma e Hijos Express","Cuadernos","43","60.36","Quintana Roo","Periurbano","Col. Viaducto Veracruz de Ignacio de la Llave","Alta"
"05/09/2024","Olivera y Sierra A.C. & Hijos","Pintura","69","477.84","Campeche","Urbano","Vieja Serbia","Baja"
"19/09/2024","Ontiveros, Alvarez y Cuellar & Hijos","Clavos","97","262.28","Michoacán de Ocampo","Periurbano","Col. Boulevard Marruecos","Baja"
"23/07/2023","Saldivar y Asociados SA","Cuadernos","62","216.37","Querétaro","Urbano","San Blanca de la Montaña","Festiva"
"23/07/2022","Corporacin de la Torre, Cotto y Peña Express","Juguetes","18","434.67","Jalisco","Rural","Rancho Piña","Baja"
"20/07/2023","Arevalo-Medina SA","Juguetes","88","431.4","Coahuila de Zaragoza","Urbano","San Carolina de la Montaña","Baja"
"15/03/2024","Grupo Portillo y Venegas SA","Clavos","60","187.82","Tabasco","Rural","Rancho Mateo","Alta"
"22/06/2024","Laboratorios Miranda-Mateo & Hijos","Arroz","98","439.97","Nuevo León","Rural","Rancho Esquibel","Festiva"
"13/09/2023","Corporacin Ordóñez y Rivero SA","Juguetes","7","305.08","San Luis Potosí","Rural","Rancho Polanco","Festiva"
"06/04/2023","Nazario-Jasso S.A. & Hijos","Pintura","47","474.92","Baja California","Rural","Rancho Rivera","Festiva"
"07/07/2023","Franco-Jaime y Asociados & Hijos","Leche","58","101.47","Aguascalientes","Rural","Rancho Rodrígez","Alta"
"23/05/2022","Berríos y Guerra y Asociados SA","Clavos","88","18.4","México","Periurbano","Col. Diagonal Colima","Baja"
"21/10/2023","Club Córdova-Concepción Express","Arroz","41","210.6","Aguascalientes","Rural","Rancho Reynoso","Festiva"
"28/10/2023","Valdez y Irizarry S.A. SA","Clavos","16","464.06","Baja California","Urbano","San Verónica de la Montaña","Festiva"
"31/05/2023","Industrias Mesa-Roldán & Hijos","Pintura","97","313.96","Morelos","Periurbano","Col. Circuito Durango","Baja"
"27/01/2025","Despacho Hinojosa, Ramírez y Zayas Express","Arroz","55","372.16","Veracruz de Ignacio de la Llave","Periurbano","Col. Cerrada Madagascar","Festiva"
"20/10/2024","Roque S.C. SA","Leche","68","365.71","Morelos","Rural","Rancho Alvarado","Baja"
"05/04/2023","Proyectos Sauceda y Barajas Express","Clavos","56","45.36","Nayarit","Rural","Rancho Blanco","Baja"
"03/01/2025","Alvarado-Calderón S.C. Express","Juguetes","63","76.04","Yucatán","Urbano","Nueva Jordania","Alta"
"07/05/2022","Irizarry S. R.L. de C.V. & Hijos","Arroz","9","73.46","Baja California","Urbano","Nueva Namibia","Festiva"
"14/06/2024","Zaragoza-Téllez & Hijos","Clavos","3","33.57","Quintana Roo","Urbano","Vieja Andorra","Baja"
"14/05/2024","Proyectos Benítez y Solano SA","Leche","96","74.4","Distrito Federal","Rural","Rancho Lara","Alta"
"03/07/2024","Laboratorios Varela-Gallardo & Hijos","Clavos","57","261.53","Nayarit","Periurbano","Col. Peatonal Norte Chapa","Alta"
"13/12/2024","Reyes-Camacho S. R.L. de C.V. SA","Clavos","84","224.23","Guanajuato","Periurbano","Col. Calle Sur Franco","Baja"
"26/03/2025","Moreno, Fierro y Rolón Express","Leche","6","34.63","San Luis Potosí","Urbano","San Gabriel los bajos","Festiva"
"13/10/2023","Escobedo-Benavídez Express","Arroz","60","425.55","Morelos","Rural","Rancho Miramontes","Festiva"
"05/02/2025","Tirado e Hijos Express","Arroz","33","209.54","Michoacán de Ocampo","Rural","Rancho Arellano","Alta"
"24/05/2023","Despacho Sisneros, Ulibarri y Granados Express","Juguetes","28","284.5","Guerrero","Periurbano","Col. Ampliación Norte Briones","Alta"
"30/03/2024","Arce, Zambrano y Terrazas SA","Arroz","4","49.53","Aguascalientes","Periurbano","Col. Eje vial Sur Santana","Baja"
"30/09/2022","Grupo Bañuelos, Gonzales y Manzanares Express","Arroz","20","425.62","Coahuila de Zaragoza","Urbano","Nueva Mongolia","Baja"
"08/02/2025","Aguayo-Ochoa S. R.L. de C.V. SA","Leche","11","470.58","Nuevo León","Periurbano","Col. Boulevard Sur Vera","Baja"
"03/01/2025","Rosado, Rojas y Sotelo & Hijos","Clavos","18","423.69","Puebla","Urbano","San Esparta de la Montaña","Baja"
"11/01/2023","Lovato y Castillo e Hijos & Hijos","Clavos","72","263.32","Guanajuato","Urbano","San Rodrigo de la Montaña","Alta"
"01/06/2024","Villaseñor e Hijos Express","Arroz","35","105.15","Sinaloa","Periurbano","Col. Andador Montez","Festiva"
"12/05/2024","Salazar, Vallejo y Coronado SA","Cuadernos","95","325.47","Durango","Periurbano","Col. Circunvalación Nuevo León","Festiva"
"04/09/2024","Grupo Juárez y Madrigal Express","Juguetes","75","204.47","Distrito Federal","Urbano","Nueva Micronesia","Alta"
"27/03/2023","Solorzano-Balderas y Asociados SA","Pintura","12","13.87","Distrito Federal","Periurbano","Col. Callejón Sonora","Festiva"
"01/08/2022","Proyectos Leiva-Zarate & Hijos","Clavos","96","399.56","Tamaulipas","Rural","Rancho León","Baja"
"11/10/2024","Proyectos Abrego, Treviño y Mata SA","Pintura","67","261.65","Tamaulipas","Periurbano","Col. Pasaje Olivárez","Festiva"
"05/02/2023","Proyectos Farías y Solorzano SA","Juguetes","53","318.83","Tamaulipas","Urbano","Vieja Filipinas","Baja"
"30/07/2022","Rubio, Almonte y Casárez SA","Juguetes","100","301.79","Aguascalientes","Rural","Rancho Tamez","Baja"
"06/11/2022","Enríquez-Cedillo S. R.L. de C.V. Express","Cuadernos","42","38.37","Guerrero","Urbano","San Concepción de la Montaña","Festiva"
"07/12/2024","Club Cruz-Jaimes Express","Clavos","58","251.85","Nayarit","Urbano","San Sessa los bajos","Alta"
"09/07/2024","Velasco-Cepeda S.A. & Hijos","Pintura","97","343.61","Jalisco","Periurbano","Col. Avenida Montez","Alta"
"31/01/2023","Palomo y Ocasio S.C. SA","Juguetes","56","136.6","Yucatán","Rural","Rancho Báez","Festiva"
"17/10/2024","Montes S.C. & Hijos","Leche","91","61.7","Tlaxcala","Rural","Rancho Treviño","Alta"
"04/08/2022","Corrales y Oquendo S. R.L. de C.V. & Hijos","Juguetes","93","331.12","Tamaulipas","Rural","Rancho Portillo","Alta"
"06/09/2024","Ulibarri y Fierro S. R.L. de C.V. Express","Arroz","89","79.99","Guerrero","Rural","Rancho Venegas","Baja"
"22/01/2025","Villareal-Zapata y Asociados & Hijos","Arroz","76","245.23","Durango","Urbano","San Mayte de la Montaña","Alta"
"16/01/2025","Luna-Orozco SA","Arroz","38","392.44","Nayarit","Periurbano","Col. Privada San Marino","Baja"
"23/10/2022","Grupo Terán y Zayas & Hijos","Juguetes","50","292.88","Guanajuato","Periurbano","Col. Avenida Nuevo León","Festiva"
"05/03/2023","Club Granados-Valenzuela SA","Pintura","34","358.7","Querétaro","Periurbano","Col. Circuito Tabasco","Festiva"
"20/06/2024","Industrias Escobar-Valdivia SA","Cuadernos","18","12.71","Distrito Federal","Rural","Rancho Ocasio","Alta"
"04/10/2023","Lugo-Coronado SA","Clavos","24","273.28","Quintana Roo","Periurbano","Col. Circunvalación Países Bajos","Alta"
"07/01/2025","Vázquez, Olivas y Mora & Hijos","Pintura","5","275.87","Yucatán","Rural","Rancho Cavazos","Festiva"
"10/05/2024","Zepeda-Cisneros SA","Cuadernos","16","280.6","Tamaulipas","Rural","Rancho Barreto","Festiva"
"21/12/2022","Hidalgo y Asociados SA","Pintura","50","186.13","Quintana Roo","Rural","Rancho Armendáriz","Alta"
"09/09/2022","Viera S. R.L. de C.V. & Hijos","Juguetes","77","427.59","Sinaloa","Rural","Rancho Reyna","Alta"
"23/12/2023","Madrigal y Asociados & Hijos","Cuadernos","53","252.78","Veracruz de Ignacio de la Llave","Urbano","Vieja Guinea Bissau","Baja"
"07/02/2024","Grupo Benavídez-Romo Express","Leche","1","221.12","Guanajuato","Periurbano","Col. Pasaje Sur Fonseca","Festiva"
"28/04/2023","Abrego-Gollum S.C. & Hijos","Arroz","67","215.61","Michoacán de Ocampo","Periurbano","Col. Pasaje Suecia","Alta"
"26/09/2023","Lovato y Asociados & Hijos","Clavos","37","343.07","Michoacán de Ocampo","Periurbano","Col. Periférico Sur Rosado","Baja"
"26/07/2023","Industrias Razo y Ulibarri & Hijos","Pintura","76","133.38","Coahuila de Zaragoza","Urbano","San Marisol los altos","Festiva"
"21/09/2024","Industrias Carrasco-Gracia Express","Arroz","95","58.95","Aguascalientes","Urbano","Nueva Santa Lucía","Festiva"
"25/04/2023","Laboratorios Valencia y Matos Express","Juguetes","41","247.12","Veracruz de Ignacio de la Llave","Rural","Rancho Henríquez","Alta"
"14/10/2022","Rojo y Valencia e Hijos & Hijos","Pintura","88","156.19","Distrito Federal","Rural","Rancho Montalvo","Alta"
"20/06/2022","Sáenz y Holguín S.A. & Hijos","Cuadernos","40","41.19","Quintana Roo","Periurbano","Col. Circunvalación Veracruz de Ignacio de la Llave","Festiva"
"25/10/2024","Díaz-Haro S.A. & Hijos","Juguetes","81","297.71","Puebla","Rural","Rancho Corona","Festiva"
"13/05/2024","Jimínez y Rico A.C. SA","Arroz","88","488.22","Zacatecas","Urbano","Vieja República Dominicana","Festiva"
"01/08/2024","Aguayo, Miramontes y Garza Express","Cuadernos","78","239.58","Nayarit","Rural","Rancho Prieto","Alta"
"07/07/2023","Despacho Fernández, Piña y Mondragón SA","Juguetes","23","222.66","Quintana Roo","Rural","Rancho Balderas","Alta"
"01/04/2025","Montes-Ochoa A.C. & Hijos","Clavos","69","22.81","Nayarit","Urbano","San Pamela los bajos","Festiva"
"28/05/2024","Laboratorios Pedraza-Solano Express","Arroz","12","358.04","Yucatán","Urbano","San Margarita de la Montaña","Festiva"
"03/05/2024","Anaya S. R.L. de C.V. SA","Cuadernos","45","186.53","Baja California Sur","Periurbano","Col. Retorno Norte Salas","Baja"
"20/02/2023","Corporacin Almaraz, Magaña y Tamez & Hijos","Arroz","78","422.58","Distrito Federal","Rural","Rancho Serna","Festiva"
